입력코드,항목명,항목분류내용,처리코드,포함항목,제외항목,출처
5265,반려동물,,,개,,조사사례집
5265,반려동물,,,염소,,조사사례집
5265,반려동물,,,닭,,조사사례집
5265,반려동물,,,반려동물 분양비,,조사사례집
5275,반려동물관련용품,,,사료비,,조사사례집
5275,반려동물관련용품,,,반려견기저귀,,조사사례집
5275,반려동물관련용품,,,탱탱볼,,조사사례집
5275,반려동물관련용품,,,길고양이 간식비,,조사사례집
5275,반려동물관련용품,,,말굴레,,조사사례집
5285,화훼 및 원예 관련서비스,,,하천부지사용료,,조사사례집
5285,화훼 및 원예 관련서비스,,,주말농장사용료,,조사사례집
5285,화훼및원예관련서비스,,,텃밭 가는 로터리 비용,,조사사례집
5285,화훼및원예관련서비스,,,제초작업비(농기계작업),,조사사례집
5285,화훼및원예관련서비스,,,비농가의 개인소유 임야 복구 포크레인 작업비용,,조사사례집
5285,화훼및원예관련서비스,,,가정용 식물재배기 렌탈비,,조사사례집
5290,반려동물관련서비스,,,반려동물보험료,,조사사례집
5290,반려동물관련서비스,,,반려동물 유료채널(애완견TV),,조사사례집
5275,반려동물관련용품,,,반려견음료,,조사사례집
5275,반려동물관련용품,,,펫푸치노,,조사사례집
5305,운동시설이용,,,골프라운딩의 비용이 더 큰 골프텔(골프 리조트),,조사사례집
5320,기타오락시설이용,,,바지락캐기체험,,조사사례집
5320,기타오락시설이용,,,승마체험,,조사사례집
5320,기타오락시설이용,,,코끼리트레킹,,조사사례집
5320,기타오락시설이용,,,쥬라리움 먹이주기 체험,,조사사례집
5320,기타오락시설이용,,,양떼 목장 먹이주기 체험,,조사사례집
5320,기타오락시설이용,,,서핑보드 시설이용료,,조사사례집
5320,기타오락시설이용,,,북카페,,조사사례집
5320,기타오락시설이용,,,키즈카페,,조사사례집
5320,기타오락시설이용,,,북카페(무료음료 제공),,조사사례집
5320,기타오락시설이용,,,"룸즈(테마카페, 방탈출 포함)",,조사사례집
5320,기타오락시설이용,,,이마트 랜덤박스 자판기 이용료,,조사사례집
5320,기타오락시설이용,,,3D영상체험비,,조사사례집
5320,기타오락시설이용,,,당구장 이용료,,조사사례집
5320,기타오락시설이용,,,워터파크 이용 금액(구분불가 시),,조사사례집
5320,기타오락시설이용,,,서울대공원 리프트,,조사사례집
5330,오락문화용품대여및수리,,,만화책 대여료,,조사사례집
5330,오락문화용품대여및수리,,,잡지 대여료,,조사사례집
5330,오락문화용품대여및수리,,,도서 대여료,,조사사례집
5330,오락문화용품대여및수리,,,만화책 연체료,,조사사례집
5330,오락문화용품대여및수리,,,잡지 연체료,,조사사례집
5330,오락문화용품대여및수리,,,도서 연체료,,조사사례집
5330,오락문화용품대여및수리,,,바지락 캐기 체험 호미 대여료,,조사사례집
5320,기타오락시설이용,,,관광열차탑승요금,,조사사례집
5340,관람시설이용,,,지역축제입장료,,조사사례집
5365,기타문화서비스,,,연습실대여,,조사사례집
5365,기타문화서비스,,,파티룸대여,,조사사례집
5365,기타문화서비스,,,스튜디오대여,,조사사례집
5365,기타문화서비스,,,합주실대여,,조사사례집
5366,기타디지털문화서비스,,,아티스트버블(연예인소통어플),,조사사례집
5480,국내단체여행비,,,RCY캠프,,조사사례집
5480,국내단체여행비,,,여행사 관광버스 여행패키지 상품,,조사사례집
5480,국내단체여행비,,,수도원 피정비,,조사사례집
5490,국외여행비,,,출장지에서 개인적으로 사용한 여행경비,,조사사례집
5490,국외여행비,,,해외에서 구입한 양주,,조사사례집
5490,국외여행비,,,해외에서 구입한 시계,,조사사례집
5490,국외여행비,,,해외에서 구입한 커피,,조사사례집
5490,국외여행비,,,해외면세점 구입품,,조사사례집
5490,국외여행비,,,비행기 내 구입품,,조사사례집
5490,국외여행비,,,국제결혼 현지 결혼비용,,조사사례집
5490,국외여행비,,,해외여행 숙박비(국내에서 결제한 경우),,조사사례집
5490,국외여행비,,,근무회사 직원 해외여행 지원금액,,조사사례집
8725,팁 및 기타서비스,,,국제결혼상담센터 비용,,조사사례집
5490,국외여행비,,,외국기차승차권,,조사사례집
5320,기타오락시설이용,,,가죽공방체험(일회성),,조사사례집
5350,문화강습,,,가죽공방체험,,조사사례집
5407,학습교재,,,스티커북,,조사사례집
5320,기타오락시설이용,,,피아노 연습실 임대료,,조사사례집
5365,기타문화서비스,,,피아노 연습실 임대료,,조사사례집
8230,보육료,,,어린이집 기본비용,,조사사례집
5407,참고서 및 학습교재,,,어린이집 교재비,,조사사례집
7540,단체제공식,,,어린이집 급식비,,조사사례집
7540,단체제공식,,,어린이집 간식비,,조사사례집
5455,기타문구류,,,어린이집 준비물비,,조사사례집
6455,기타학원교육비,,,어린이집 특별활동비,,조사사례집
6010,유치원,,,유치원 기본비용,,조사사례집
5407,참고서 및 학습교재,,,유치원 교재비,,조사사례집
7540,단체제공식,,,유치원 급식비,,조사사례집
7540,단체제공식,,,유치원 간식비,,조사사례집
5455,기타문구류,,,유치원 준비물비,,조사사례집
6710,학교보충교육비,,,유치원 특별활동비,,조사사례집
6020,초등학교,,,국제 초등학교 수업료,,조사사례집
6040,고등학교,,,고등학교 실습비,,조사사례집
6065,대학교,,,대학교 등록금,,조사사례집
6105,입시 및 보습,,,지역아동센터 교육비용,,조사사례집
6455,기타학원교육비,,,디즈니월드패밀리클럽,,조사사례집
5426,전자서적,,,웅진북클럽,,조사사례집
6105,입시 및 보습,,,웅진북클럽,,조사사례집
6105,입시 및 보습,,,천재교육밀크티(강의이용료),,조사사례집
5040,태블릿PC,,,천재교육밀크티(태블릿),,조사사례집
5407,학습교재,,,천재교육밀크티(학습지이용료),,조사사례집
6030,중학교,,,대안학교 수업료,,조사사례집
7730,기타주거시설,,,대안학교 기숙사비,,조사사례집
6710,학교보충교육비,,,예술고등학교 작품활동비,,조사사례집
6710,학교보충교육비,,,예술고등학교 무용실기비,,조사사례집
5365,기타문화서비스,,,무용대회 참가비,,조사사례집
7515,외식비,,,떡말이어묵,,조사사례집
1690,즉석식품,,,떡말이어묵,,조사사례집
7515,외식비,,,보드게임방 음식,,조사사례집
7560,커피숍,,,보드게임방 음료,,조사사례집
7515,외식비,,,정육점 상차림비,,조사사례집
7515,외식비,,,치킨집 맥주,,조사사례집
7720,기타숙박시설,,,절에서 공부하는 학생 숙박 및 식비,,조사사례집
7720,기타숙박시설,,,절 템플스테이 체험,,조사사례집
7720,기타숙박시설,,,펜션 바비큐 숯,,조사사례집
7720,기타숙박시설,,,펜션 그릴비,,조사사례집
7720,기타숙박시설,,,펜션 온수비,,조사사례집
7730,기타주거시설,,,대안학교 기숙사 생활비,,조사사례집
7730,기타주거시설,,,하숙비,,조사사례집
7515,외식비,,,PC방 주문 음식,,조사사례집
7840,기타보험,,,요양보호사 배상책임보험,,조사사례집
7820,화재보험,,,시설물배상보험,,조사사례집
7820,화재보험,,,영업배상책임보험,,조사사례집
7910,금융수수료,,,주택근저당해지,,조사사례집
4060,보건의료 소모품,,,여드름패치,,조사사례집
8090,기타이미용용품,,,네일패치,,조사사례집
8050,화장품,,,아이패치,,조사사례집
8050,화장품,,,쿨링썬패치,,조사사례집
8050,화장품,,,썬쿨링패치,,조사사례집
8005,목욕료,,,이동식 목욕차량 출장서비스,,조사사례집
8010,이미용료,,,이발소 일반이발,,조사사례집
8010,이미용료,,,이발소 면도서비스,,조사사례집
8010,이미용료,,,이발소 손톱관리 서비스,,조사사례집
8010,이미용료,,,미용실 일반커트,,조사사례집
8010,이미용료,,,미용실 펌,,조사사례집
8010,이미용료,,,미용실 염색,,조사사례집
8010,이미용료,,,미용실 네일아트,,조사사례집
8010,이미용료,,,미용실 속눈썹 연장,,조사사례집
8010,이미용료,,,미용실 속눈썹 파마,,조사사례집
8010,이미용료,,,미용실 두피마사지 서비스,,조사사례집
8010,이미용료,,,미용실 안마 서비스,,조사사례집
8010,이미용료,,,미용실 손톱 관리 서비스,,조사사례집
8015,기타이미용서비스,,,전문업소 네일아트,,조사사례집
8015,기타이미용서비스,,,전문업소 속눈썹 연장,,조사사례집
8015,기타이미용서비스,,,LED마스크 렌탈비(셀리턴),,조사사례집
8015,기타이미용서비스,,,공중목욕시설 외 업소 이용료(음료 포함),,조사사례집
8015,기타이미용서비스,,,공중목욕시설 외 업소 족욕 서비스 비용,,조사사례집
8015,기타이미용서비스,,,공중목욕시설 외 업소 닥터피쉬 체험 비용,,조사사례집
8015,기타이미용서비스,,,공중목욕시설 외 업소 안마 서비스 비용,,조사사례집
8015,기타이미용서비스,,,토닥토닥 힐링카페 이용료,,조사사례집
8015,기타이미용서비스,,,가발미용,,조사사례집
8015,기타이미용서비스,,,합숙 다이어트 프로그램,,조사사례집
8020,이미용기기,,,전기식 속눈썹고데기(히팅뷰러),,조사사례집
8090,기타이미용용품,,,비전기식 속눈썹고데기(히팅뷰러),,조사사례집
8025,칫솔,,,치석제거기,,조사사례집
8040,샴푸 및 린스,,,고체형 샴푸바,,조사사례집
8050,화장품,,,토너패드,,조사사례집
8050,화장품,,,태닝로션,,조사사례집
8050,화장품,,,고체향수,,조사사례집
8050,화장품,,,클렌징티슈,,조사사례집
8050,화장품,,,속눈썹영양제,,조사사례집
8050,화장품,,,각질패드,,조사사례집
8090,기타이미용용품,,,샴푸·비누·치약 혼합세트,,조사사례집
8090,기타이미용용품,,,전기면도기 크리너액 리필,,조사사례집
8090,기타이미용용품,,,풋패치(발패치),,조사사례집
8090,기타이미용용품,,,발뒤꿈치 각질제거패치,,조사사례집
8090,기타이미용용품,,,치경,,조사사례집
8090,기타이미용용품,,,치경·치석제거기 세트,,조사사례집
8090,기타이미용용품,,,이미용품 구성 산후조리원 박스,,조사사례집
8090,기타이미용용품,,,왁싱크림,,조사사례집
8090,기타이미용용품,,,샴푸리필용기,,조사사례집
8090,기타이미용용품,,,온열안대,,조사사례집
8130,장신구,,,스마트워치 스트랩(애플워치 스트랩),,조사사례집
8130,장신구,,,마스크 위 부착 스티커,,조사사례집
8130,장신구,,,에어팟 철가루 방지스티커,,조사사례집
8150,종교용품,,,절에서 구매한 양초(봉헌양초),,조사사례집
8190,기타 개인용품,,,"전자밴드(알람/만보기/운동량 기록 가능, 통신 기능 없음)",,조사사례집
8190,기타 개인용품,,,샤오미 미밴드,,조사사례집
8190,기타 개인용품,,,갤럭시핏,,조사사례집
8190,기타 개인용품,,,암밴드,,조사사례집
8190,기타 개인용품,,,호신용 스프레이,,조사사례집
8190,기타 개인용품,,,호신용 은장도,,조사사례집
8190,기타 개인용품,,,이너마스크,,조사사례집
8190,기타 개인용품,,,소음방지용 귀마개,,조사사례집
8190,기타 개인용품,,,사원증 홀더(클리어릴홀더),,조사사례집
8190,기타 개인용품,,,출퇴근 출입카드 발급(재발급 포함),,조사사례집
8190,기타 개인용품,,,위치추적기 기기 구매,,조사사례집
8190,기타 개인용품,,,용돈박스 구입비(구성품 구분 불가한 경우),,조사사례집
8190,기타 개인용품,,,캐리어커버,,조사사례집
8190,기타 개인용품,,,캐리어 방수커버,,조사사례집
8190,기타 개인용품,,,캐리어 가방고정끈,,조사사례집
8190,기타 개인용품,,,공로패 선물,,조사사례집
8190,기타 개인용품,,,아이스링 넥쿨러,,조사사례집
8230,보육료,,,보육료(취학 전 아동 보육비),,조사사례집
8230,보육료,,,어린이집 출입카드,,조사사례집
8230,보육료,,,어린이집 놀이수업 추가비용,,조사사례집
8230,보육료,,,보육료 자부담,,조사사례집
8290,기타사회복지,,,근로지원인 자부담 지출금(중증장애인 직업생활 지원 서비스),,조사사례집
